text,sarcastic
"as typical you have it wrong. being an atheist shows your a dumb ass. proof of this is that you are in the military. too dumb to think on your own and have to rely on someone else to tell you when to eat and sleep, i'm impressed. it was constitution not constitution. learn the difference. for spending so much time on-line, you haven't learned a thing. probably military intelligence at work.",1
victoria has a crush on maluma,1
Which is precisely why the law must needs be silent when it comes to women choosing whether or not to continue their pregnancies.emoticon_xhoho,0
"Because that's when the law says that they have the 'right to live.' Rights are legal terms that are fabricated by humans. They are not constant, but rather change whenever we wish to change them.",0
"wow, what a cool suggestion! yes, this has happened to me before. thank you for the idea! would the individual clarify in the debate itself or in a separate argument/posting?",0
"I wish you guys would quit trying to ""muddy the waters"" by introducing facts that contradict my claims, innuendo, cliches and WAG. - signed X gazer",0
Happy to be part of the team! https://t.co/ardpGl0M9p,0
"along with the OTHERS, the point has been missed, gays whine for the RIGHT to adopt children to the exclusion of the RIGHT of children to be nurtured by heterosexual couples or individuals, adopted children who will otherwise be raised in an overwhelming and natural world of heterosexuality",0
"Did you go to college, Trebor? You might want to look up how ""pedophilia"" is spelled. LOL!! Then you can go have a beer with Orion and watch his head swivel.",1
re: 'reparative therapy': http://www.fair.org/extra/0109/gay-change.html http://www.religioustolerance.org/hom_exod.htm#know http://jgford.homestead.com/ http://www.eurekalert.org/pub_releas...iw-0302100.php http://www.hrc.org/template.cfm?sect...ontentid=15255 http://psychology.ucdavis.edu/rainbo...reptherapy.pdf http://www.apsa.org/ctf/cgli/reparative_therapy.htm,0
I still can’t believe England won the World Cup,1
Just straight-up surprise cried over the new #Xfinity #ET #holiday ad. #Thanksgiving,0
"oh yeah, i went to see the new movie a couple of weeks ago, it's probably the most interesting film i have seen in a long time. i actually bought the book because of the movie and i am going to read it sometime in the near future. looking forward to it!",0
Obviously that is the case. We cannot simply say that a certain God exists and have it be so.,0
Yes.   (and this is to add stuff to make the post stick....),0
So will they be in front of or behind a leaf?,0
"i assume you are christian? do you follow everything in the bible? i guess you better get stoning of your neighbors going then for working on sunday and wearing blended fabric. oh yes i do take offense that you want to kill gay people since you believe that you can't ignor some parts of the bible. you are then comanded to kill gay people, prostitutes, and smartmouthed children.",1
"it's actually not a fundie site, it is a catholic site, tradition in action. in the 'about us': not exactly where i would first think of looking for information about human sexuality.  but that's me. hey, arch, have you ever considered getting scientific information from a scientific source??? just a thought.",1
Tal and I are at this crazy expensive Japanese Peruvian restaurant. The ambience is insane. Live dj. We ordered a 9 course meal. Goodbye money,0
"So, do you spend all of your days as an Obama shill? You have two posts, both anti-McCain. I hope Obama pays well. emoticonXRolleyes",1
Who but a creationist would ever make such a laughable claim?,1
gaslight gatekeep girl boss,1
Holby City had me gripped! Best. Episode. Ever.,0
"That’s it, I’m supporting Brentford from now on. (And I want the crying old gent in the crowd as my bestie)",0
I see you missed the entire point of my post. Good job on analyzing the sarcastic opening though.,1
"black unemployment is at 19 -20%. the economy is in the toilet, as are obama's approval ratings. and you're swilling kool aid and saying you know best? lol! that's why you liberals are dangerous. you're too steeped in folly to understand what's going on. how's that hope and change working out for you? emoticonxbouncer epicurus apparently never read the book of revelation where god levels the evildoers. and you look up to that? what's the matter with you? you didn't read it either to know epicurus is three sheets to the wind on that? that's why you liberals are dangerous.",1
"If you're able to donate, then use: https://t.co/iH6jJWtoPQ. If you aren't able to donate, then I'd appreciate it if this post gained some traction. Every little bit counts. If you'd like a drawing for your donation, I'm more than willing to do so. (4/4)",0
"what agenda do people wanting to prevent infanticide have, exactly? you're the ones with the agenda, the 'right' just wants to stop killing our progeny. emoticonxrolleyes",1
"I typically don't read Antonia's propaganda pieces, so is she holding up the UK as a shining example of dental health? If so, I suggest that she ask a typical Brit to smile, so she can see for herself the folly in such an assertion. The US' ""bubbas"" have better teeth than the average Brit. emoticonXRolleyes",1
excited to start my new hobby of standing in the lgbtq section of the feminist bookstore and look hot and mysterious until I get noticed,0
really need upload season 2. today. now. thanks,0
Is there something wrong with choosing to have a cheese sandwich as opposed to peanut butter and jelly? Do you prefer actually having to make personal moral choices or do you need a rigid and inviolable instruction manual to run your life?,0
"Remember that time when I was grieving and realized I've been wearing the same shirt for three days? Good, me either.",0
Well if you don't know the facts then why do you keep coming back for more?,1
"And here we have a leading YEC showing how he starts with his preexisting religious position and is not about to change it, no matter what the scientific evidences show.",0
"For someone that knows how each side thinks, I would have thought you would have had an eye opening response that would have had me recanting everything I have said in the past and glorifying your name and everything you would say in the future, BUT, instead I got 
",1
Listening to other remix entries on previous contests I've entered and then being blindsided by the ones never made public is never fun haha,0
"It can't come up with evidence if it's suppressed from future generations. Until you can show that happenstance origins are science, you have no basis to declare that intelligent design is not science. I agree that I haven't shown how ID has a potential advantage to the political corruptness of today's scientific community, but I've shown it's potential advantage to our society. I've shown how thinking is involved with it, the type of thinking involved in any school class involving philosophy, which you said science classes should have.",0
"i love outerbanks, don’t get me wrong. but like why do they call him john b instead of just john. like the only reason someone needs to use their last initial is on the bachelor &amp; there’s multiple people with the same name? but there’s only one john &amp; they all know his last name?",0
...but you are just fine with marijuana smoke huh?I am working on the assumption that you run home to tell mommie or you run to find your teacher and report it immediately. Midgets like you got to have some backup.How and why do you always change the subject? Can't take the heat? Do you ever read headers?You got a mouth on you as big as grand canyon.,1
"anyone clueless enough to think that anyone chooses a sexual orientation is probably not being honest with their own feelings. so tell us, my dear... when did you choose not to be a big old homo? and what tempted you to be one? a temptation you bravely chose to refuse? how did it happen for you? inquiring minds want to know, because none of us have experienced anything so outrageously bizarre.",1
"Sounds anti-government to me. Are you against your President's economic policies, the fed, bureacracy and tee poor public education?Sounds probably who SEIU should have directed their gall toward and not a man's personal property and family...with the police help of course and purloined school busses. Do the taxpayers owe the SEIU anything? Nope but the SEIU according to CNN owes more than 90 million along with 4 million in interest. Perhaps if they paid their bills they wouldn't add to the public debt by using government property to protest government policy?You wrote it but didn't understand what you wrote...darn public schools emoticonXGood",0
That sentence doesn't even make sense. Did it occur to you that you should actually think about what you are going to say and express actual ideas?,0
"How about you post all the "" Great Amount"" of evidence concerning the Gospel Mythology. The fact that you don't even bother to read the actual information and form an argument tells me you have nothing......",1
"When it comes to all the examples that Behe had provided in both his first book, and his second book , it has been shown to be able to evolve naturally.   That means, in principle, IC systems can evolve. If you don't believe so, bring forth the I.C. system of your choice.   To say 'But you don't know all the answers' is just the logical fallacy known as 'argument from ignorance'.   Behe brings a system up that he claims is IC.. the pathway for evolution is discovered, and Behe trys another one. How dishonest can you get?   The concept is falsified.",0
I swear some people come to the library just to breathe heavily out of their mouth,0
"yaaaaay ordered my cap, gown, and hood ☺️🎓",0
Well excuuuuse me if I screwed that up in this post. Have a nice day. :),0
Oh - so you don't want to force me through pregnancy at any cost to me? You will let me make what decision is best for me? You will actually realize that I am in the best position to know?,1
do you actually believe that? do you have any evidence? complaining is practically the national passtime here.,1
"To the extent that working toward social change on any moralistic issue is an 'imposition', sure. But I think one could say that about anything that has a social effect.",0
"Hi Smallax, welcome to the forum. I did a search and have found some products which might give you an idea about costs and concepts for performing such an experiment. It sounds interesting by the way.First, I found Glass Bell jars that are safe at high pressure. https://www1.fishersci.com/wps/porta...=y&fromSearch=Here's a Nalgene vacuum chamber as another option to the Bell Jar depending on the pressure you're going to use.https://www1.fishersci.com/wps/porta...=y&fromSearch=Here's a motor driven vacuum pump: https://www1.fishersci.com/wps/porta...=y&fromSearch=Here's a precalibrated absolute zero apparatus: https://www1.fishersci.com/wps/porta...=y&fromSearch=This link gives a wide range of products that you might want to be aware of for a wider selection of potential equipment:https://www1.fishersci.com/wps/porta...&catCode=SE_SCHere's a fiber optic system which is interesting and utilizes natural light: Huvco Daylighing Solutions | Parans Fiber Optic Systems | Tubular Skylights | High Performance SkylightsHere's another design but is a different company: SUNLIGHT DIRECTKeep us informed if you run the experiment. I'd be interested in the results.",0
Yes it does but I have a feeling that it will take the bulldozer of the SCOTUS to make the 11 dominoes of the old confederacy +Utah fall down.,0
i love how viruses (viri?) and prions make us redefine our notions of life.,0
I’m going back to work exactly 8 weeks postpartum and that just doesn’t sit right with me,0
"It's called a dictionary. They're really nice, but of course first you need to open one up and actually read what it says emoticonXGood 
Clickity-click.
",1
"What we have here is simply a perspective problem, which is the problem with most debates. I see the Bible as sound, and every ""error"" in the Bible I have researched (I have admittedly not researched them all) have been refuted.",0
"Just to be clear, you first state ""most founders were Deists"" you then change it ""the founders that I think are Deist are mostly Deist"" and claim I'm wrong. You moving the goal posts doesn't make you right.
Oh, and Washington wasn't a Deist...might want to change that one.",1
Abstinence until heterosexual marriage isn't encouraging heterosexual marriage?I've never heard of an abstinence-until-domestic-partnership program. Perhaps you could point us to an inclusive abstinence-only program somewhere.Perhaps not....,1
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1
i can’t wait until the weather cools down so i can read under a tree at a park and look like a mysterious intellectual,0
i am surprised i am going out on a limb saying that i dont think we will find them now. it is possible he dispensed with them to terrorists when we attacked..,0
"If this is true, then it should cover the fetus since there is no difference between the fetus and the infant besides size and location. Every adult was once a teen, every teen was once a child, every child was once an infant and every infant was once a fetus.",0
Did my cashier at Trader Joes really tell me he wishes that he could drink tea at night like me but if does he has to pee multiple times during the night?,0
"From my first post, starting with the quote from the religioustolerance website;",0
"So you see, Brady, you're wrong again. The McDonald ruling wasn't an issue of guaranteeing white men their ability to feel safe in the face of growing minority groups. Quite the opposite. The McDonald ruling was about striking against those with racist and evil intentions who would use the law to render innocent people helpless for no good reason. It was as much about protecting minorities from harm as anything.",0
"The wonderful Rik Mayall would've been 63 today. One half of my favourite sitcom of all time and genuinely delightful, funny and all round beautiful man https://t.co/I7c6Zq2wpx",0
"I have finished work, yet am still here, latched onto the free Wifi like a newborn child to his mother.",0
"i am quite the anti-hypocrisy advocate. as for my personal take, 17-year olds should not be taking pictures like that. do you disagree? prejean should not have lied about it. anything beyond that is pointing out hypocrisy. seeing some of hilton's work, i don't see why he should be in a position to judge anybody. i think the 'adds a little flavor to a dull contest that no one cares about' is exactly why he was chosen.",0
"Maybe what they're saying is ""Grow some balls and practice civil disobedience by violating anti-Constitutional Laws that threaten your safety.",1
I WISH I WAS SMART ENOUGH FOR FIND THE DOCTOR,0
"well right now it's 20 minutes to the deadline, but i'm not optomistic. he hasn't logged in since my last post. i sent him a pm yesterday warning him that he had 24 hours, but since he hasn't logged in, i'm not surprised he didn't get it. if you can't stick to the deadline we agreed to before, you shouldn't have agreed to a formal debate. i'm sorry to say that i'm a little frustrated. although there is the chance that a miracle will occur and he will post in the next 20 minutes. but i'm not exactly holding out hope.",0
"I am actually getting my entertainment value out of WW and his lack of knowledge, along with his attempts to ########. If you or the others are bothered by his ignorant banter please let me know, and I will stop forcing him to give answers on subjects that he so obviously has no clue.",1
Guys literally confuse the SHIT out of me,0
"Isn't it sad that my life basically wouldn't change at all if there were no pandemic? Like bro, I was never doing any of that socialising shit anyways",0
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,1
"Day 2348 in lockdown. Never in my life did I think I would utter the words ""I've disinfected the chocolate"". #coronalockdownuk",1
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",1
"Fascinating article about the Vatican’s finances in these challenging days #catholic #finance #catholicism

https://t.co/Nw5X5tGpcv",0
And yet there are plenty of websites written by scientists with the details:,0
Well you've made a good point; just because something is banned or made illegal doesn't mean that it'll have an affect on reducing the numbers.,0
Don’t you just love it when they dig up your road at 8:30am on a Saturday 😠,1
I’m back at my beloved Mecca Bingo and I’m very very very happy about it 🤩,0
Yay for being locked out of your own  house because you forgot your key,1
at softball practice tonight one of my girls accidentally stuck her foot into a GROUND HORNETS NEST and those hornets SWARMED like in the hunger games. y’all I can’t catch a break with this team 😂,0
I do embroidery on tote bags and jumpers over on my depop for cheap prices please go check it out would mean the world to me! 🧡#depop #embroidery #totebags @depop @bethanyj_ on depop 🦋 https://t.co/vmxbMXQs4a,0
"Fair enough; I was just simplifying and using 'pro-life' as a dichotomy with 'pro-choice'. Clearly, it's not that simple.
 
 With regards to religion in the debate - that's fine by me for this thread*.",0
I'm guessing that nobody wanted to fish it out of the toilet bowl. ;),1
"Do the words ""govt. by the people and for the people"" not matter to you at all? Furthermore, to say that the constitution shouldn't be allowed under the vote of the people itself in unconstitutional, since that's the only way the Constitution CAN be amended. (2/3 of states)   A country that uses judges to determine such sweeping things as redefining marriage is a ""legistocracy"", which we are quickly turning into as a nation. Even though judges are supposed to interpret the constitution, it's still putting the fate of the people in the hands of individuals regarding their laws. This is not very far removed from monarchy. Personally, I think our founding fathers and the Constitutional framers are rolling over in their graves right now.",0
"I'm not interested in who isn't hitting on you. Do you want an ugly, flaming, gay cellulite blubber-wench hitting on you for three years or not??? Or maybe a pod of those whales all hitting on you??
For the record, gays make normal men's skin crawl, and not in a good way. So keep the spiritually-challenged heathens out of the men's barracks, and out of their showers. Just because you and the rest of the pro-gay crowd thinks that kind of depraved activity is ok doesn't mean the rest of society does.",1
"I disagree. I've been in a loving, committed relationship for 25 years to the same person exclusively...how does this have a negative affect on you?",0
"@chrisrickett I suppose it won't harm his book sales either. It would be said in conversation with Madeley, perhaps it was a Freudian slip.",0
What about it? What part of due process applies here? How does a requirement of the court affect people outside of the court?,0
Keeping my fingers crossed @stcware continuing supporting the Wii U post-Nero. If Nero is half as good as it looks we sorely need these guys,0
The difference of 43 deaths a year is the 4th largest flucuation since 1990 - not what you call insignificant. Would this difference be made if more guns did equal more crime?,0
"See the refutations of Augustines various proofs for the details. Its not actually very interesting since its so elementary. There are many disproofs on the net in addition.
 
 One novel one which seems rather neat is this one.",0
"avoiding what question, penfold? emoticonxbanghead how is asking iangb to take it to the 'challenger's corner' an avoidance? i see it as a chance to amplify the discussion. at any rate, it's a lot easier to answer a question if you know what is being asked. so,... feel free to repeat the question that you are accusing me of trying to avoid.",0
"Unless of course, you can deny them their personhood. 
Right Antonia?",1
Not Noah trending in auto racing cause Hamilton thought he parted the Red Sea 😭😭😭😭😭,0
"Once again - show our exact words where we say that it should negate his arguments against same-sex marriage? His arguments negate themselves and need no help from him, and we do not claim that his hypocrisy negates the arguments - we just point out his hypocrisy.
All I see here is you making wild inferences and speculations on some statements that say nothing of what you are claiming. The ""very first paragraph"" doesn't ""link them"" in the way you are suggesting - it links them to show his hypocrisy. 
SHOW US THE EXACT WORDS - highlight them - where we say what you claim, not some words where you try to connect something that was never said.
Have fun with the strawperson, jim, you seem to enjoy them. emoticonXKill",1
"And there you have the ""***** Eye for the Straight Guy"" review of the inauguration. :p 
Never mind the expense, the protests, the rather scary IMHO precendent Bush has set in terms of the inauguration, let alone his foreign policy, let's talk about Laura Bush's outfit. emoticonXRolleyes 
Waxy",1
"Wow, everyone's just shakin' in their boots that your imaginary god will magick them off the earth! emoticonXKillemoticonXKillemoticonXKillemoticonXBanghead",1
"jito, i forgot to thank you for agreeing with me on eugenics. what is that?...the second or third time we have ever agreed? well, you have only 8,966 more things to agree on with me to show you have converted to proper thinking! emoticonxangel  consent is relevant when it is relevant. do you deny that women engaging in sexual intercourse (outside of rape or some other type of coercion) give consent to engage in an act that may result in pregnancy? i never said that sex was only for procreation and i don't believe it is. i do believe, however, that the procreative potential of sex must be respected. i do believe that when a being comes about as the result of a sexual act then that being should be respected.",0
"Talk about avoiding the subject while falling back to a ridiculously unsubstantiated position...
""slippery slope"" has got to be one of the worst excuses for not doing something. Either the ISSUE AT HAND has a reason for not doing it, or it doesn't.
If people had pointed out that allowing interracial marriage, and recognizing it as constitutional, would lead to gay marriage later on would you say that we should not recognize it because of ""slippery slope""?
It's funny how you acknowledge past changes, yet you don't seem to specifically condemn those past changes (at least that I can see), yet you want to use those instances of past changes to further your cause of preventing this potential future change...
",1
"Well, since you've called those who've disagreed with you here stupid (and variations thereof), and insinuated that they're too stoned to understand you, I think you have the most ground to make up. You also provide no support for your statements, most of which were debunked years ago as drug czar propoganda.",0
wow! i didn't know that. thanks! should i read the new york times instead?,1
It b the memories we make everyday for me .. 💓,0
So that pesky kid who climbs your fence to get his ball back is fair game. Riiight.,1
"hysterical fit? emoticonxconfused sorry, i don't get that excited about liberals. :p",1
The world according to Jeff Goldblum is such a gift,0
The point is that there are plenty of issues that go on in church meetings and denominational conventions that are areas of enormous disagreeement and struggle. It happens--it's not just this issue. You just don't hear about them because the press isn't interested in those issues.,0
Because electricity moves faster than a man's arm? Give me one example of this actually happening and I'll concede that it's not a ridiculous thing to consider.,1
Owwwww stressful day.,0
"You either did not read my post thoroughly, or are intentional misrepresenting me. Post 250 (which I had actually read before starting this thread) is nothing but DamEtel rambling about homologies between vertebrae embryos. That has absolutely nothing to do with the unexplained homologies that the Denton talks about. Evolution simply cannot, reasonably speaking, account for the homology between your arm and leg, among other examples.",0
If a dude says “females” I automatically don’t trust him,0
"If that was not possible evolution would be impossible, it is direct evidence that evolution isn't impossible not that evolution exists. The same can be said for adaptation, natural selection, and mutation. They are all concepts that evolution stands on but their existance does not necessitate evolutions.For instance if I had the theory: when heavy ceramic objects fall on top of one another a very few super energetic particles fly outwards and cause leaves to fall.I could offer the fact that leaves and bricks do in fact fall, as ""evidence"" for my theory but it would not be in any way that the rising and setting of the sun was not evidence for both rotation and orbit.",0
So cross jurisdictional escort is a fairly common occurrence in the area. You will note that it is not the local cops talking about not being informed....it is the author of the article whining about it.,1
"Again, you speak as if gays and lesbians are not worthy of their relationships being sacred to them. As if gays and lesbians are unable to hold dear any concept of commitment, loyalty, partnership.   What a sad and mean little man you are.",1
"But again, the cost is worth it, just as it is with straight couples, as it will benefit gay couples in the same ways. It will mean better employee health and job satisfaction and increased productivity for the gay employees just as it will for the straight employees.",0
my new hobby is forcing my non-tumblr bf to watch commentary videos on weird Tumblr shit that I personally witnessed and survived,0
"so you are attracted to members of the opposite sex due to intelligence? nothing to do with hormones or desires? wow. hormones don't attract you to other people in your gender, and you don't always fall for your desires do you because some of them can ruin your life as you know it. and you know this because their opinion doesn't match yours?  from your 'anything goes' point of views you aren't very moral. yes they can learn to deny who they are ad ridicule people like themselves and wonder their whole lives if they will go to hell for feeling like they do.  quite frankly that reply made no sense.",1
"The US is 3 trillion dollars in debt, abortion is not clear cut (just visit a debate), and you appear to be stereotyping democrats. Also, you may need to read the first ammendment again. For your answer to work, people would have to agree with you first, then they would understand (and agree with) you.",1
my boss just put me on payroll????? *pauses unpaid intern by mr. burnham*,0
"So what we have here is a lie, based on a distortion, which is itself a fallback position from a fallback position from a fallback position from an evidence-free made-up graph about the magnetic age of the earth. And creationists say the truth is constant...",0
"Actually that was obvious based on your type of irrational reasoning.
",1
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,1
"You hear that cry...allowing gays to marry will cause the downfall of civilization...but you never hear ""how"" or ""why""? More Chicken Little ####.",1
"You are just playing dumb, right? There will be fewer technicians and fewer orders for equipment PER INSURED. Their pay will not be cut. There will be fewer of them PER INSURED. Initially the absolute volume will increase.",1
@jbrylinsabres15 @JoeCaramagna @FriedgeHNIC @NWHL @EASPORTSNHL variety is good. If I can be a 15 year old Canadian farmer who happened to make the WHL why can’t I be a top level women’s player,0
Only 10 minutes into #AEWAllOut and I'm already pumped! When was the last time the #WWE did this?,0
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,1
"So in your own words the police want to go on murder sprees, because they're armed. According to you the military is just waiting for the first convenient excuse to open fire on anyone, be them designated enemies or just innocent bystanders.",1
"Yes, it is very hard, even for theologians, to explain.",0
"The Grand canyon could not have been created by a flood event, the geology is all wrong: http://www.talkorigins.org/faqs/icr-science.htmlThe flood explains nothing which cannot be explained by other, better-supported means and directly contradicts vast swathes of evidence:Biodivesity and the fossil record are not consistent with the flood.Genetic profiling is not consistent with the flood (in humans and animals)The Ark could not hold all animal life.A global mark would have left marks across the entire globe at a consistent time period; these marks are not found.",0
"Or that they tend to be better prepared, or even less willing to accept help from others or get breakdown cover. That's the trouble with these kind of stats, the interpretations are pretty open to debate.",0
bambam you're parents are on dope! they probably help the mexicans bring that shit into the country. who names a kid barack and who's last name is obama? messed up parents... oh wait he never really did have parents cause he had 2 mothers and 2 fathers!,1
"depends on what you consider proof. A beliief that they are is rubbish as it cannot be proven. A argument based upon behavior, history and countless examples, well it seems you don't consider that you be of any use.That sentence doesn't even make sense! I won't go into arguing that your claim is right because I don't believe it.",0
"so much bs... where should i start? eugenics is about manipulating genomes of populations. since when are most abortions performed for the purpose of lowering or raising the frequency of certain alleles or traits in populations? if a woman wants to maximize her life, liberty, and happiness, and she feels that she can best do so by aborting a pregnancy, your intended prevention of that action 'flies in the face of the declaration of independence'... (not that the declaration has any legal standing.) whether an embryo or fetus is human is irrelevant. no thing, human or not, has the right to subsist completely on a human without the latter's consent. 'abortive technologies'? you sound like falwell, insisting that cloning destroys life when it does nothing of the sort. please explain your laughable statement.",1
"So, he's immune to new information that contradicts his beliefs. He doesn't care, he has his own predetermined conclusions bolstered by reading whatever creationist rubbish he can find, and he simply refuses to let anything else make an impression on him.",0
Be careful! I didn't mean to get you hurt. Maybe you should not drink when reading.,1
"well, since we are talking about a gay man, i would guess it would most likely be masculine. yeah, you are being kinda homophobic. why would you possibly care if a gay man sees you in the shower? they're not going to do anything to you. if you treat someone differently for no reason other then the fact that they're gay, that's homophobia. gays are just like everyone else, excpect they're sexually attracted to the same gender. their interests cover the same spectrum as yours, sex aside. they are just as likely to be masculine or feminine as a straight man. gays are, in everyway outside of sexual preference, just like straights. so while you can certainly be selective about who your friends are, if you write someone off just for being gay that would be a shame, and a sign of prejudice.",0
"Well let's deal with one thing at a time. The NEJM study about Washington D.C. concluded that banning handguns saved 47 lives each year. The study didn't conclude that it was just a ""curious relationship in the numbers."" Go back to that thread and read the study. If you're looking for evidence that is absolutely without any degree of uncertainty then you won't find it. You can't prove things to a 100% certainty with statistics. What you can do is show what is probably true and what is probably not true. Even in court you're not expected to prove that someone is guilty to a 100% certainty. You're expected to prove that they are guilty beyond a reasonable doubt.",0
"The only conservitave i know with common sense is my imaginary friend Alfred.
And im not THAT much of a Left winger, im more of a Liberatarian. But i still do believe in a lot of Liberal Ideas.",1
"if Covid didn’t happen, I’d have free travel round the country now smh",0
please vote,0
"Demographics plays a role, but it does not explain away the whole shift in the numbers.",0
It's fascinting to me how much faith atheists have in randomness,1
"so the creationists among us seem to be saying that there is no proof for evolution, am i right? well, other than the facts of fossils, dna similarities, carbon dating of remains etc. maybe you have a point. but it seems to me that there is quite a bit less proof for the existence of god... hmm a book written by people 2000 years ago? well thats definitely fact, rather than a work of 'fiction'. and how long ago was the world really 'created', 20 million years or there abouts. what was happening in those years between then and the time of jesus? maybe god was asleep. if he does sleep... hmmmm or maybe, he doesnt exist.... but then again that just couldnt be true could it... emoticonxconfused",1
As if we’re all actually going back to the footy tomorrow literally gonna be epic,0
Whoop diddy scoop poop,1
"Here come the Christians, thinking they can know everything by guessing, and commiting the genetic fallacy left and right.",1
"d'ya think i should? make a mel gibson film and suddenly everyone's an expert eh? well despite what his gibson-ness would have us believe, gallipoli was a case of bad luck, incompetence and generals f*cking everyone over regardless of nationality. remember we lost huge numbers of british troops too. now i don't downplay the role of the anzacs, or their losses. but this was at a time when the british considered australians to be one and the same as themselves. there was hardly the conscious effort to use the anzacs as fodder over the tommies. gallipoli was a blunder (though again not as big a blunder as populist history has us believe) for everyone, regardless of nationality. there was certainly no sinister us and them between our nations- we were essentially considered as one.",1
"Gee, I'm just bowled over by your mature and articulate counterargument.emoticonXRolleyes We all know genitals have nothing to do with sex.",1
"Yes, again you provide a 'just-so' statement; ""evolution is a fact"", and you've already said you only need a catalogue of evidences totally unconstricted in any coherent manner to actually show how.
But my challenge to you was not this, it was to prove your version of science is science, by science. So, again you simply answer a totally different point. Well done. It must be so easy to construct your arguments this way, you're always able to answer them, unfortunately, they're your own challenge, not mine.",1
"The number of deaths wouldnt be lower in any way. After all, countries like Rwanda and Sierra Leone dont have a working governmental strucure so couldnt enforce such a ban.",0
"wow. that is true. i'd say 16 and up, since a lot of people that are my age and below are pretty dumb, but then i myself couldn't participate in this site, and i like all the different points of view i get to see by being apart of it.",0
aw i had a dream i bought a big book of words and their meanings and now i’m awake and sad (also in the dream i was wondering around the most magical library/bookstore/gift shop???),0
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1
"what? i have a guess as to what you meanby this, but its worded very oddly.",0
"No one said he invented guns!A straw man argument is an informal fallacy based on misrepresentation of an opponent's position.[1] To ""attack a straw man"" is to create the illusion of having refuted a proposition by substituting a superficially similar proposition (the ""straw man""), and refuting it, without ever having actually refuted the original position.[1][2]",0
"what is this fsm? if it follows what god says, then it would be a suitable compromize, but i've never heard of this fsm.",0
"Well of course everybody is entitled. But as history has shown many southern states in America chose to ignore the Constitution and deny black people their rights on the basis of their skin color, using the ""black codes"" enacted after the Civil War. If it weren't for the 14th Amendment that forced state governments to abide by the constitution, minorities would still be out in the cold.The only thing we've been over, is that government and gun control is racist, not the Second Amendment.",0
tiktok's full name is tictactoetok,1
"no your question isn't about 'right to life', but more appropriate your questioned should be 'do they have a right to continue life'? and my answer is absolutely yes!  at the living single cell, when the unique properties of a complete human being is created, it is living, not dead. who has a right to kill another human being's living existance? no one has that right in a civil society, but we haven't reached that society yet, but one day maybe.",0
"Usually, but most of this has been quoted out of context by creationists and answered so often that it is an old story. Besides, as I mentioned, Feduccia has just published a detailed study on the embryology of bird digits. It supports his view, of course. I don't have a problem with that and it is certainly an issue worth study. My days of ornithology and embryology were long ago.Also, since those papers were published there have been several more feathered dinosaurs and primative birds discovered. Things are moving fast right now. Jeff Polling also has some information about the Ruben et al. article.But the ""bird hip/lizard hip"" bit is pure nonsense that demonstrates profound ignorance or intentional deceit. The correct information is so easy to find. That sort of conduct certainly casts a bad light on creationism.",0
Don't let people walk all over you. Or breathe on you. Either one.,1
"Mythology. But nevertheless, shipbuilding has been going on for a lot longer than 500 years. There have been a lot of skilled shipbuilders who have passed along their knowledge from generation to generation. Do you think that every time someone builds a ship that they invent the whole process? Nah. 300 ft is about the limit for wood no matter how you design it. Even worse it you cast a big box adrift in a huge storm. How did the animals survive the rolling and rolling?",0
thunderstorms😍😍,0
"oh yeah, i forgot that i wrote 'anti-gay,' i was thinking of gay films.",0
"The inanity in defence of guns continues unabated. The poor shooter probably thought, quite innocently, that his fellow countrymen might be about to shoot him with their concealed carries, he shot them first, a perfectly reasonable response.",1
"Except in the Dred Scott case the court wasn't trying to determine whether slavery was a collective or individual right, or what the constitution applied to in regard to slavery.",0
"Well, if you really don't understand the difference and think they are the same, then try killing your wife and see what happens. You'll find she is a living, breathing person.
I love the logic Chester wrote. ""Let's assume for a moment that an egg is a chicken.
Let's assume for a moment that an acorn is an oak tree.""  And most of us eat eggs. . . .YUCK! We just ate a chicken and didn't know it.",1
"Damn, your links sure show a lack of knowledge. Do you have any sources that aren't ignorant as all heck?   While Hoyle came up with the term 'the big bang', he was mocking it. Hoyle was a proponent of the Steady State concept of the universe, which he held on to long after it was disproved by empirical evidence.   FFS, if you are going to use a source, have one that at least has the history of the theory right?   Yes, the estimated age of the universe changed over time. We got increasingly more sophisticated ways to measure it. In the last 30 years, the age estimate has not significantly changed, but the +/- has narrowed drastically. Do try to use a source that isn't over 30 years old.",0
"Heres how it makes sense; If atheists seek to support their belief system, they are more likely to accept what science tells them about topics like this without giving the details much thought. People are often short on patience you know, post # 40 indicates it. I honestly wonder if those analogies dont soar over many peoples heads. They're not scientific, they're common sense. But if an educated person disregards them because of impatience, or arrogance directed at the source, it can obliterate the effect of their education. It's the difference in having been taught what to think, vs. knowing how to think. There is a reason why the most successful countries involve people besides only the educated in the political process. ",0
